SourceFile,FocusLocation,FocusDistance2,HyperfocalDistance
DSC08791.JPG,7008 3944 3504 1972,inf,58.24 m
DSC08793.JPG,7008 3944 3504 1972,112.74 m,42.79 m
DSC08796.JPG,7008 3944 4292 977,25.47 m,19.02 m
DSC08797.JPG,7008 3944 3306 1380,26.60 m,19.02 m
DSC08799.JPG,7008 3944 3504 1972,110.62 m,58.24 m
DSC08801.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08803.JPG,7008 3944 3504 1972,115.51 m,58.24 m
DSC08805.JPG,7008 3944 3504 1972,85.31 m,58.24 m
DSC08806.JPG,7008 3944 3504 1972,85.31 m,58.24 m
DSC08807.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC08808.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC08812.JPG,7008 3944 3504 1972,97.14 m,58.24 m
DSC08816.JPG,7008 3944 3504 1972,85.31 m,58.24 m
DSC08817.JPG,7008 3944 3504 1972,85.31 m,58.24 m
DSC08818.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08819.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC08822.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC08823.JPG,7008 3944 3504 1972,68.71 m,58.24 m
DSC08824.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC08825.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08828.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08830.JPG,7008 3944 3504 1972,101.44 m,58.24 m
DSC08831.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08833.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC08835.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08836.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08838.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08840.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08849.JPG,7008 3944 3504 1972,93.03 m,58.24 m
DSC08852.JPG,7008 3944 3504 1972,93.03 m,58.24 m
DSC08853.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC08854.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08855.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC08856.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08857.JPG,7008 3944 3504 1972,46.55 m,58.24 m
DSC08858.JPG,7008 3944 3504 1972,50.76 m,58.24 m
