SourceFile,FocusLocation,FocusDistance2,HyperfocalDistance
DSC05013.JPG,7008 3944 3504 1972,16.50 m,58.24 m
DSC05014.JPG,7008 3944 3504 1972,37.50 m,58.24 m
DSC05016.JPG,7008 3944 3504 1972,28.93 m,58.24 m
DSC05017.JPG,7008 3944 3504 1972,34.39 m,58.24 m
DSC05018.JPG,7008 3944 3504 1972,30.21 m,58.24 m
DSC05019.JPG,7008 3944 3504 1972,30.21 m,58.24 m
DSC05020.JPG,7008 3944 3504 1972,23.31 m,58.24 m
DSC05023.JPG,7008 3944 3504 1972,23.31 m,58.24 m
DSC05024.JPG,7008 3944 3504 1972,10.27 m,58.24 m
DSC05025.JPG,7008 3944 3504 1972,10.27 m,58.24 m
DSC05026.JPG,7008 3944 3504 1972,11.20 m,58.24 m
DSC05027.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC05029.JPG,7008 3944 3504 1972,3.52 m,58.24 m
DSC05032.JPG,7008 3944 3504 1972,40.88 m,58.24 m
DSC05033.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05034.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05035.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05036.JPG,7008 3944 3504 1972,35.91 m,58.24 m
DSC05037.JPG,7008 3944 3504 1972,35.91 m,58.24 m
DSC05038.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05039.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05040.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05041.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05042.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05043.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC05044.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC05045.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC05046.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC05047.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC05048.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC05049.JPG,7008 3944 3504 1972,105.93 m,58.24 m
DSC05051.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC05054.JPG,7008 3944 3504 1972,6.69 m,58.24 m
DSC05056.JPG,7008 3944 3504 1972,46.55 m,58.24 m
DSC05057.JPG,7008 3944 3504 1972,46.55 m,58.24 m
DSC05058.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC05059.JPG,7008 3944 3504 1972,37.50 m,58.24 m
DSC05060.JPG,7008 3944 3504 1972,37.50 m,58.24 m
DSC05061.JPG,7008 3944 3504 1972,27.71 m,58.24 m
DSC05062.JPG,7008 3944 3504 1972,28.93 m,58.24 m
DSC05064.JPG,7008 3944 3504 1972,7.28 m,58.24 m
DSC05065.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC05067.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC05068.JPG,7008 3944 3504 1972,16.50 m,58.24 m
DSC05069.JPG,7008 3944 3504 1972,16.50 m,58.24 m
DSC05070.JPG,7008 3944 3504 1972,34.39 m,58.24 m
DSC05071.JPG,7008 3944 3504 1972,32.94 m,58.24 m
DSC05072.JPG,7008 3944 3504 1972,49.24 m,25.15 m
DSC05074.JPG,7008 3944 3504 1972,36.37 m,25.15 m
DSC05075.JPG,7008 3944 3504 1972,24.64 m,25.15 m
DSC05076.JPG,7008 3944 3504 1972,24.64 m,25.15 m
DSC05077.JPG,7008 3944 3504 1972,28.05 m,25.15 m
DSC05079.JPG,7008 3944 3504 1972,45.15 m,25.15 m
DSC05080.JPG,7008 3944 3504 1972,41.41 m,25.15 m
DSC05081.JPG,7008 3944 3504 1972,39.66 m,25.15 m
DSC05083.JPG,7008 3944 3504 1972,36.37 m,25.15 m
DSC05084.JPG,7008 3944 3504 1972,36.37 m,25.15 m
DSC05085.JPG,7008 3944 3504 1972,28.05 m,25.15 m
DSC05086.JPG,7008 3944 3504 1972,34.83 m,25.15 m
DSC05087.JPG,7008 3944 3504 1972,45.15 m,25.15 m
DSC05088.JPG,7008 3944 3504 1972,41.41 m,25.15 m
DSC05089.JPG,7008 3944 3504 1972,39.66 m,25.15 m
DSC05090.JPG,7008 3944 3504 1972,47.15 m,25.15 m
DSC05091.JPG,7008 3944 3504 1972,36.37 m,25.15 m
DSC05092.JPG,7008 3944 3504 1972,36.37 m,25.15 m
DSC05093.JPG,7008 3944 3504 1972,36.37 m,25.15 m
DSC05094.JPG,7008 3944 3504 1972,39.66 m,25.15 m
DSC05095.JPG,7008 3944 3504 1972,72.69 m,25.15 m
DSC05096.JPG,7008 3944 3504 1972,inf,21.98 m
DSC05097.JPG,7008 3944 3504 1972,inf,21.98 m
DSC05099.JPG,7008 3944 3504 1972,inf,21.98 m
DSC05100.JPG,7008 3944 3504 1972,67.95 m,21.98 m
DSC05101.JPG,7008 3944 3504 1972,74.10 m,21.98 m
DSC05102.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC05103.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC05104.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC05109.JPG,7008 3944 3504 1972,27.71 m,58.24 m
DSC05112.JPG,7008 3944 3504 1972,37.50 m,58.24 m
DSC05113.JPG,7008 3944 3504 1972,37.50 m,58.24 m
DSC05114.JPG,7008 3944 3504 1972,37.50 m,58.24 m
DSC05115.JPG,7008 3944 3504 1972,35.91 m,58.24 m
DSC05116.JPG,7008 3944 3504 1972,35.91 m,58.24 m
DSC05117.JPG,7008 3944 3504 1972,37.50 m,58.24 m
DSC05118.JPG,7008 3944 3504 1972,37.50 m,58.24 m
